1619724522.441116548 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724522.526684741 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724522.589978461 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724523.652153233 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724523.738694284 205.213.110.66 schCtpPmRealSoPmd.12622106 1.2769E+04
1619724523.799216992 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724524.860585460 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724524.946557344 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724525.007470693 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724526.070309609 205.213.110.66 schCtpPmRealPmd.12622106 1.9338E+01
1619724526.156602361 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724526.219593826 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724527.283527783 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724527.372726008 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724527.433523321 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.51
1619724528.495618757 205.213.110.66 schCtpPmRealPmd.12622106 1.9097E+01
1619724528.583225338 205.213.110.66 schCtpPmRealSoPmd.12622106 1.2744E+04
1619724528.644531154 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724529.708729035 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724529.796088552 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724529.856267607 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724530.917823220 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724531.004429757 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724531.064616040 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724532.125894949 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724532.216977110 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724532.277078839 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724533.339053646 205.213.110.66 schCtpPmRealPmd.12622106 1.8291E+01
1619724533.425813892 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724533.490283052 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724534.551863717 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724534.638652928 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724534.698626942 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.51
1619724535.760857219 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724535.848337663 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1332E+04
1619724535.908581234 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724536.969784674 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724537.056964180 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2671E+03
1619724537.117869775 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724538.180326825 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724538.270398640 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2691E+03
1619724538.334280479 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724539.401050051 205.213.110.66 schCtpPmRealPmd.12622106 1.8666E+01
1619724539.486841998 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2671E+03
1619724539.546918192 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724540.617383741 205.213.110.66 schCtpPmRealPmd.12622106 1.7648E+01
1619724540.708884928 205.213.110.66 schCtpPmRealSoPmd.12622106 8.5158E+03
1619724540.772193542 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724541.838034064 205.213.110.66 schCtpPmRealPmd.12622106 1.9479E+01
1619724541.923310580 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2671E+03
1619724541.982628735 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.51
1619724543.043719894 205.213.110.66 schCtpPmRealPmd.12622106 1.9479E+01
1619724543.129928543 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2671E+03
1619724543.189766270 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724544.251577195 205.213.110.66 schCtpPmRealPmd.12622106 2.4177E+01
1619724544.337251122 205.213.110.66 schCtpPmRealSoPmd.12622106 8.2671E+03
1619724544.397134078 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.47
1619724545.459153017 205.213.110.66 schCtpPmRealPmd.12622106 1.9479E+01
1619724545.550071337 205.213.110.66 schCtpPmRealSoPmd.12622106 8.0590E+03
1619724545.611785397 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724546.678101804 205.213.110.66 schCtpPmRealPmd.12622106 2.0510E+01
1619724546.765846959 205.213.110.66 schCtpPmRealSoPmd.12622106 8.8210E+03
1619724546.826437558 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724547.890097305 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724547.978719945 205.213.110.66 schCtpPmRealSoPmd.12622106 1.0811E+04
1619724548.038849792 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724549.100374834 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724549.188850983 205.213.110.66 schCtpPmRealSoPmd.12622106 1.1345E+04
1619724549.250167330 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724550.312206586 205.213.110.66 schCtpPmRealPmd.12622106 2.3890E+01
1619724550.404693302 205.213.110.66 schCtpPmRealSoPmd.12622106 8.0340E+03
1619724550.465377667 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724551.526877453 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724551.613037783 205.213.110.66 schCtpPmRealSoPmd.12622106 7.4496E+03
1619724551.673385390 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724552.735271419 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724552.829432626 205.213.110.66 schCtpPmRealSoPmd.12622106 1.0826E+04
1619724552.888853468 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.47
1619724553.950282278 205.213.110.66 schCtpPmRealPmd.12622106 2.0619E+01
1619724554.036500556 205.213.110.66 schCtpPmRealSoPmd.12622106 1.0284E+04
1619724554.101510185 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724555.165978473 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724555.252653222 205.213.110.66 schCtpPmRealSoPmd.12622106 6.8847E+03
1619724555.316275468 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724556.378148043 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724556.465172881 205.213.110.66 schCtpPmRealSoPmd.12622106 6.7522E+03
1619724556.525316444 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724557.587053377 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724557.673806553 205.213.110.66 schCtpPmRealSoPmd.12622106 6.7522E+03
1619724557.736682179 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724558.803644522 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724558.899033841 205.213.110.66 schCtpPmRealSoPmd.12622106 6.7522E+03
1619724558.959569739 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724560.028284367 205.213.110.66 schCtpPmRealPmd.12622106 2.0180E+01
1619724560.130482087 205.213.110.66 schCtpPmRealSoPmd.12622106 6.9605E+03
1619724560.193478167 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724561.255265268 205.213.110.66 schCtpPmRealPmd.12622106 4.4359E+01
1619724561.344172595 205.213.110.66 schCtpPmRealSoPmd.12622106 1.8855E+04
1619724561.406285130 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724562.469516519 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724562.556881210 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724562.617536248 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724563.680199639 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724563.768537287 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724563.829119196 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724564.897085512 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724564.990239894 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724565.050647290 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.48
1619724566.112039322 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724566.203846748 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724566.268895246 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724567.335541223 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724567.421483785 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724567.481376746 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.49
1619724568.542908826 205.213.110.66 schCtpPmRealPmd.12622106 3.9611E+01
1619724568.630443575 205.213.110.66 schCtpPmRealSoPmd.12622106 1.4908E+04
1619724568.690935280 205.213.110.66 schCtpPmRealChanSchOpt.12622106 5.50
1619724569.753539555 205.213.110.66 schCtpPmRealPmd.12622106 1.8612E+01
1619724569.846824829 205.213.110.66 schCtpPmRealSoPmd.12622106 9.3721E+03
